id,project_id,name,tax_id,address,created_at,updated_at,,,,,,,
428,11233,AGUILA Youth Leadership Institute,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
429,11367,Street Level Health Project,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
430,10709,Peninsula Conflict Resolution Center,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
431,10923,UFW Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
432,11018,Be Wise Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
433,10829,Mujeres Unidas y Activas,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
434,9468,Fathers and Families of San Joaquin,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
435,12925,Alianza Americas,34-2066826,"2875 W Cermak, Chicago, IL 60623",2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
436,13296,Girls Inc. of Metro Denver,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
437,13371,Enlace Comunitario,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
438,13201,"Colectivo Feminista Mercedes Olivera y Bustamante, A. C.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
439,13242,US-MEXICO FOUNDATION,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
440,13322,Federacion de Clubes Michoacanos en Illinois,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
441,13324,Fundacion para el Desarrollo Comunitario -FUNDECOM,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
442,13335,"Fomento Cultural y Educativo, A. C.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
443,13354,"Coalicion de Ex trabajadoras (es) y Trabajadoras (es) de la Industria Electrónica Nacional, CETIEN",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
444,13449,Formación y Capacitación A.C.,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
445,13487,Colectiva Actoras de Cambio,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
446,13509,"Homies Unidos, Inc.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
447,13606,Latino Network,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
448,13621,UFW Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
449,13677,East Bay Sanctuary Covenant,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
450,13326,Asociacion de apoyo mutuo entre mujeres - Honduras - APOMUH,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
451,13625,Namaste Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
452,13387,Instituto Centroamericano de Estudios Sociales y Desarrollo -INCEDES-,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
453,13623,Colectivo de apoyo para personas migrantes A.C.  (COAMI),NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
454,13323,Luna Maya,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
455,13610,MULYD. A. C,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
456,13615,"Ciudad de los Niños de Monterrey, A.B.P.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
457,13152,Centro De Apoyo Al Trabajador A.C,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
458,13545,Catolicas por el Derecho a Decidir Argentina,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
459,13630,Fundación Salvadoreña para la Salud y el Desarrollo Humano,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
460,13346,Casa Fortaleza,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
461,13176,ASOCIACIÓN COLECTIVO DE MUJERES XOCHITL,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
462,13546,Epic Queen,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
463,13889,"La Plazita Institute, Inc.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
464,13631,La Clinica del Pueblo,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
465,13381,Telpochcalli Community Education Project,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
466,13446,Barbara Chambers Children's Center,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
467,13628,Prospera,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
468,13551,Las Americas Immigrant Advocacy Center,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
469,13255,Scholars' Latino Initiative,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
470,13272,El Centro del Inmigrante,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
471,13377,New Mexico Immigrant Law Center,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
472,13426,"Violence Intervention Program, Inc.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
473,13694,Latinitas,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
474,13796,Closet de Sor Juana A.C.,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
475,13550,Mariposas: Mujeres Cambiando el Mundo,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
476,13674,Centro de Desarrollo Étnico (CEDET),NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
477,13812,California Latinas for Reproductive Justice,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
478,13629,Chicana Latina Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
479,13990,"Services, Immigrant Rights, and Education Network (SIREN)",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
480,13347,Centro Legal de la Raza,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
481,13673,iLab -imagina- innova- incuba-,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
482,13825,Mission Neighborhood Health Center,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
483,15022,The Haiti Development Institute and Hispanics in Philanthropy,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
484,14882,Scalabrinianas Misión para Migrantes y Refugiados,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
485,15466,Casa de la Amistad para niños con Cáncer IAP.,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
486,15516,Student Action with Farmworkers,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
487,15542,Fundación Solmar,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
488,15647,"Ayúdame a Sonreír ante el Cáncer, A.C.",NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
489,15676,Todo por Ellos,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
490,15667,12 PLUS,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
491,15620,Taller Puertorriqueño (Taller),NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
492,15675,Fundación para el Desarrollo Comunitario-FUNDECOM,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
493,15689,San Miguel School,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
494,15777,"Ver Contigo, A.C.",NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
495,15645,New Mexico Immigrant Law Center,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
496,15796,Hispanic Women's Network of Texas,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
497,15772,UNM Community Engagement Center,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
498,15616,Bread for the World,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
499,15596,Asociacion de Apoyo Mutuo entre Mujeres-Honduras/APOMUH,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
500,14881,Scalabrinianas Misión con Migrantes y Refugiados,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
501,15687,FUNDABAS/Angela Davis Foundation,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
502,15804,Americas for Conservation + the Arts 501C3,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
503,16424,Red de Mujeres de San Marcos,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
504,15613,Asociación Salvadoreña para la Integracion y Desarrollo Humano,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
505,16581,Surgeons of Hope,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
506,16688,"Todo por Ellos, A.C.",NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
507,16959,Hispanics in Philanthropy,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
508,17272,VIS Foundation - CIDECO El Salvador,0614 - 180501 - 103 - 8,"Av. Victor Manule Mejia Lara Block 4A #2 Col. Campestre, San Salvador- El Salvador",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
509,17332,Building Skills Partnership,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
510,18728,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
511,18924,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
512,18939,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
513,18919,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
514,18490,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
515,18734,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
516,18944,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
517,18917,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
518,19225,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
519,19169,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
520,19134,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
521,18453,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
522,18831,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
523,19013,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
524,19186,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
525,19399,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
526,19535,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
527,19475,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
528,19590,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
529,19517,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
530,19571,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
531,19665,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
532,19492,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
533,19742,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
534,19163,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
535,19965,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
536,16886,Casa Libre - Center for Human Rights and Constitutional Law Inc.,954609414,"845 S. Lake St. L.A, CA 90057",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
537,19712,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
538,20228,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
539,20370,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
540,20490,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
541,20089,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
542,17123,Galilea 2000 A.C.,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
543,20301,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
544,20381,"Fundación Rino-Q para niños quemados, A.C.",RFC FRN111010DB9,"Av. Venuestiano Carranza 990 piso 8 oficina C, Moderna",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
545,20502,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
546,19692,Instituto Centroamericano de Estudios Sociales y Desarrollo -INCEDES- ,-,"40 Avenida 13-91 zona 5 , Jardines de la Asunción Norte, Arco 4-7",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
547,20051,Sociedad Protectora del Niño,N/A,"Ciudad Guatemala, Guatemala",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
548,19999,Fundación Ayúdame a Vivir,1648786-9,"9a Ave. 8-00 zona 11, Edificio UNOP, 3er nivel",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
549,20771,Arizona Community Foundation,NULL,"2201 E Camelback Rd. Ste 405B, Phoenix AZ 85016",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
550,20044,WINGS Guatemala,31-1759515,"WINGS, 1043 Grand Avenue #299, St. Paul, MN 55105",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
551,20772,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
552,20766,Somos Un Pueblo Unido,20-4216836,"1804 Espinacitas St. Santa Fe, NM 87505",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
553,19935,NULL,NULL,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
554,20851,East Bay Sanctuary Covenant ,94-3249753,"2362 Bancroft Way, Berkeley, CA 94704",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
555,20842,Centro de Partos de San Cristobal,NULL,"Felipe Flores 83, Barrio Guadalupe, San Cristobal de Las Casas, Chiapas 29230.",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
556,20768,NULL,,NULL,2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
557,20843,Children Beyond Our Borders Inc,20-8370884,"PO Box 568411, Olrando, FL 332835",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
558,21196,Mi Familia Vota,NULL,"1710 E Indian School Rd Phoenix, AZ 85016",2019-06-12 23:14:31,2019-06-12 23:14:31,,,,,,,
559,20893,Asociación de Religiosos Mercedarios,0511-150698-101-2,"Edificio \Obra Mercedaria\""",Calle L-7,#24B,"Pol. \""F\""",Jardines de Cuscatlán,Antiguo Cuscatlán,La Libertad,"El Salvador""",2019-06-12 23:14:31,2019-06-12 23:14:31
560,20750,Aspire! Afterschool Learning,541705642,PO Box 41318 Arlington VA 22204,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
561,17331,Homies Unidos Inc.,95-4740768,"2105 Beverly Blvd., Suite 219 Los Angeles, CA 90057",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
562,21611,Caminemos Juntos por la Naturaleza ,cnj080214fm4,"4a. Poniente Norte N.408, Barrio Santa Lucia, La Concordia, Chiapas México.",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
563,20803,Prosperity Works,85-0466059,909 Copper NW,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
564,20545,ConTextos,27-3326532,"150 N. Wacker Dr. Suite 3100 Chicago, IL 60606",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
565,19878,NULL,NULL,NULL,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
566,21768,Corporación Alianza Global Para Animales y Personas, 65.064.333-K," Pasaje Los Arrayanes 333, Valdivia, Chile",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
567,19877,NULL,NULL,NULL,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
568,21792,Teatro Visión,NULL,"PO Box 28367, San Jose, CA 95159",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
569,21842,"Todo por Ellos, A.C.",TEL100421DB7,"14 Avenida Norte, Numero 30, Colonia Centro, Tapachula, Chiapas, Mexico.",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
570,21073,PROEDUCACION IAP,PIA970508SD5,"Hidalgo # 61, Local 7, Col. San Jerónimo Lídice, La Magdalena Contreras, CDMX, México.",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
571,20770,NULL,NULL,NULL,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
572,21859,"Fundación Ayuda Niños La Paz, A.C.",FAN050720FS3,"Calle Santiago 320 Colonia Bella Vista 23050 La Paz, Baja California Sur, Mexico",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
573,21914,Instituto de Formación Literaria,NULL,"P.O. Box 193195 San Juan, PR 00919",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
574,13633,LAWA,NULL,NULL,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
575,21724,Hispanics in Philanthropy,123456,"2120 Parker St, Berkeley, CA 94704",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
576,20805,Fundacion Iris de Centroamerica,NULL,"81 Avenida Norte No.327, Colonia Escalón, San Salvador, El Salvador, Centro América",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
577,21749,El/La Para TransLatinas project of Community Initiatives,94-3255070,"354 Pine Street, Suite 700, San Francisco, CA 94104",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
578,21036,Ayuda A Corazón de Niño A. C.,NULL,Durango 2110-A Esquina Ignacio Allende,2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
579,21817,Fundación Nunca Dejes de Volar AC,NULL,"Templo más Alto #31, Col. Sección Parques, Cuautitlán Izcalli. Estado de México C.P. 54720",2019-06-12 23:14:59,2019-06-12 23:14:59,,,,,,,
580,22035,Alianza Americas,NULL,"1638 S. Blue Island, Chicago IL 60608",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
581,10725,Colectiva Legal del Pueblo,46-1470709,"14249 Ambaum Boulevard SW, Suite R, Burien, WA 98166",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
582,22065,Manos de Salvacion,9442337-7,diagonal 2 32-48 zona 3 condominio la villa apto 18,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
583,20083,Asociación Futuro Vivo,Asociación Futuro Vivo,1oma calle 21-97 V.H.3 Zona 15,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
584,21712,Juntos,10769538,"1537 S. 6th Street, Philadelphia, PA 19147",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
585,20633,NULL,NULL,NULL,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
586,20796,New Mexico Immigrant Law Center,27-3303237,"625 Silver SW, Suite 410, Albuquerque, NM 87102",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
587,22075,Hispanic Heritage Foundation,52-1818255," 1001 Pennsylvania Ave NW Washington, DC 20004 ",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
588,20687,"El Centro Hispano, Inc",56-2011661,"2000 Chapel Hill Road, Suite 26 A. Durham. NC. 27707 ",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
589,21849,Hispanic League,56-1791215,609 Coliseum Drive Winston-Salem NC 27106,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
590,22162,"Plaza de la Raza, Inc.",23-7109631,"3540 N. Mission Road, Los Angeles, CA 90031",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
591,20847,Latin Business Institute,33-0823623,"2601 W. 5th St. Santa Ana, CA 92703",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
592,21911,Asociación Kantaya,20516447606,"Ugarte y Moscoso 421 apt 7D San Isidro, Lima, PERU",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
593,22214,Learning Spot Guatemala,8991868-1,"20 ave 0-04 zona 15 vista hermosa 2, Guatemala Guatemala",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
594,22279,"El Pueblo, Inc",56-1964310,"2321 Crabree Blvd, Ste 105, Raleigh, NC 27604",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
595,22281,Latino Student Fund,52-1859975,"P.O. Box 5403 | Washington, DC 20016",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
596,21758,TeenSmart International,20-0311647,"TeenSmart International  c/o Rosa Solorzano  107 Applecart Way  Morrisville, North Carolina 27560",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
597,22330,CODR - Casa de Orientacion y Desarrollo Real Inc,27-1317128,"P. O. Box 8215  Silver Spring, MD, 20907",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
598,22143,"El Centro de Servicios Sociales, Inc.",341165756,"2800 Pearl Avenue, Lorain, OH 44055",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
599,22255,En La Comunidad Encuentro de Occidente AC,CEO030211CA3,Av. Chapultepec 67 - 23,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
600,21799,Norris Square Neighborhood Project,23-2045157,"2141 N. Howard St., Philadelphia, PA 19122",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
601,21798,FUSALMO,Salesian Mission,"Intersección carretera a San Miguel y Calle a Tonacatepeque, soyapango",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
602,22316,Hispanic Access Foundation,27-2589206,"1030 15th St., NW, Suite B/1 #150, Washington, DC 20005",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
603,21944,Fundación Salvadoreña para la Salud y el Desarrollo Humano - FUSAL,0614-301086-101-0,"Boulevard Orden de Malta #10, Santa Elena, Antiguo Cuscatlán, El Salvador",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
604,21608,Proyecto Pura Vida,30-71242693-0,"Bolivar 1061 Piso 1 Dto A, Ciudad Autonoma de Buenos Aires, Argentina",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
605,22529,PLAN PAIS INC,45-4207724,"305 W 50th Street New York, NY 10019 United States",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
606,20737,Federacion de Michoacanos del Norte de California,NULL,"2303 Clairborne Circle, Santa Rosa, CA 95403",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
607,22539,"100 Hispanic Women National, Inc",133831889,413 E.120 Suite.314 New York NY 10035 US,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
608,22672,Rising Farmworker Dream Fund,770572762,"171 Main Street, Suite 230  Los Altos, CA 94022",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
609,16164,Latino Community Association,93-1260288,1130 NW Harriman St.,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
610,20015,Fundecán ,7490710-7,"Carretera Roosevelt 14.5   4-15 zona 3 de Mixco, Colonia Cotió Guatemala, Guatemala",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
611,22249,Aquí Nadie Se Rinde A.C.,ANS050827P21,Cóndor 237,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
612,20759,N.C. Sli (UNC-CH),56-600-1393,"301 Pittsboro Street, Room 3014",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
613,22533,Centro de Formación-Sanación e Investigación Transpersonal Q'anil,8255633-4,8va calle 26-51 zona 7 Kaminal Juyu 1 ,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
614,22798,Juntodos.com by Fundacion Gloria de Kriete ,0,"Torre Futura, Nivel 14, Local 14-2, Colonia Escalón ",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
615,21735,"Ayúdame a Vivir Foundation, Inc.",20-8866291,"Km 25.5 Carretera al Salvador, Fraijanes, Guatemala",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
616,22873,Puerto Rico Community Foundation,66-0413230,"1719 Avenida Ponce de León, San Juan, Puerto Rio 00909",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
617,22879,Puerto Rico Community Foundation,66-0413230,"1719 Ave. Ponce de León, San Juan, PR 00909",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
618,22885,Puerto Rico Community Foundation,66-0413230,"1719 Ave. Ponce de León, San Juan, PR 00909",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
619,22763,"Terra Peninsular, A.C. ",Constancia de deducibilidad,"Calle Tercera #1282 Zona Centro, Ensenada, Baja California C.P. 22800",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
620,22913,Enlace Eco-Sustentable AC,Acta constitutiva y registro publico,"AV. PUERTO JUÁREZ MZ61 L43 Y 44, SM89, Cancun, Q.Roo 77509",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
621,22152,Fundación Crisálida Internacional,7433541-3,20 avenida 9-13 zona 11 Colonia Mirador 1,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
622,20941,Latin Business Institute,NULL,"LBI 7481 Stoney Creek Dr. Highland, CA 92346",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
623,20070,Asociación Civil Edulibre,60618469,Lote 52 Manzana C Colonia Villas Del Rosario Zona 4,2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
624,22998,Hispanic Alliance for Culture Education and Recognition,770397379,"P.O. Box 2104 Tulare, CA 93275",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
625,23023,Dream Academy,46-4761668,"525 Kent Street, Salinas, California 93906",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
626,9552,Fundación ph15,30708974451,"Darregueyra 2307 1 D, CABA, Argentina",2019-06-12 23:15:00,2019-06-12 23:15:00,,,,,,,
